Elf 58: 14, 70, 8, 19, 49, 83, 54, 77, 24, 80
Elf 59: 19, 49, 19, 26, 27, 50, 82, 97, 26, 6
Elf 60: 53, 62, 22, 65, 77, 12, 96, 94, 70, 82
Elf 61: 91, 51, 80, 79, 99, 26, 34, 96, 68, 84
Elf 62: 16, 69, 38, 26, 65, 82, 41, 20, 31, 55
Elf 63: 83, 32, 80, 87, 67, 47, 83, 87, 76, 2
Elf 64: 4, 48, 12, 75, 76, 69, 38, 25, 80, 31
Elf 65: 78, 42, 44, 95, 35, 8, 5, 58, 20, 30
Elf 66: 88, 27, 8, 76, 89, 96, 87, 57, 88, 24
Elf 67: 51, 7, 96, 85, 40, 8, 37, 35, 98, 12
Elf 68: 85, 12, 51, 42, 38, 48, 3, 75, 20, 32
Elf 69: 80, 70, 45, 12, 81, 30, 90, 43, 56, 21
Elf 70: 96, 47, 24, 69, 12, 68, 51, 62, 21, 85
Elf 71: 54, 74, 86, 12, 84, 90, 48, 78, 91, 28
Elf 72: 91, 99, 7, 58, 97, 5, 56, 43, 5, 85
Elf 73: 25, 3, 9, 77, 41, 99, 28, 5, 33, 97
Elf 74: 41, 88, 25, 22, 65, 82, 98, 50, 73, 31
Elf 75: 10, 23, 19, 86, 25, 27, 10, 81, 9, 93
Elf 76: 33, 36, 56, 100, 27, 87, 75, 45, 64, 77
Elf 77: 27, 57, 72, 10, 100, 48, 27, 15, 76, 52
Elf 78: 58, 16, 94, 92, 92, 56, 69, 42, 61, 20
Elf 79: 63, 20, 44, 37, 60, 81, 94, 48, 38, 51
Elf 80: 77, 16, 9, 91, 53, 67, 83, 99, 76, 33
Elf 81: 90, 62, 62, 34, 80, 4, 78, 42, 94, 67
Elf 82: 84, 74, 49, 35, 74, 50, 64, 10, 21, 87
Elf 83: 15, 19, 52, 98, 46, 69, 50, 91, 61, 97
Elf 84: 7, 17, 73, 71, 45, 100, 75, 95, 92, 73
Elf 85: 44, 4, 11, 56, 99, 75, 16, 28, 40, 43
Elf 86: 96, 84, 93, 34, 89, 74, 43, 59, 93, 19
Elf 87: 100, 84, 74, 18, 13, 45, 55, 14, 38, 45
Elf 88: 2, 78, 25, 14, 85, 44, 20, 83, 61, 98
Elf 89: 50, 90, 39, 19, 89, 79, 79, 40, 44, 89
Elf 90: 67, 33, 29, 31, 88, 33, 56, 24, 30, 11
Elf 91: 91, 92, 81, 80, 72, 65, 97, 49, 92, 3
Elf 92: 41, 89, 19, 13, 80, 80, 94, 4, 6, 51
Elf 93: 46, 98, 21, 29, 46, 51, 95, 4, 27, 96
Elf 94: 15, 14, 38, 68, 41, 89, 71, 45, 10, 97
Elf 95: 63, 53, 84, 68, 95, 90, 17, 91, 84, 96
Elf 96: 6, 84, 38, 18, 36, 96, 81, 25, 46, 3
Elf 97: 78, 62, 12, 57, 55, 56, 93, 3, 99, 63
Elf 98: 64, 74, 3, 32, 4, 95, 57, 96, 81, 64
Elf 99: 28, 70, 27, 13, 99, 56, 69, 99, 29, 32
Elf 100: 91, 94, 74, 83, 64, 53, 78, 45, 32, 56
Elf 101: 25, 22, 45, 94, 25, 39, 38, 88, 19, 31
Elf 102: 42, 33, 22, 54, 67, 7, 72, 26, 67, 40
Elf 103: 7, 96, 30, 20, 5, 95, 22, 59, 25, 40
Elf 104: 10, 53, 7, 51, 25, 75, 97, 54, 94, 85
Elf 105: 11, 45, 66, 45, 1, 94, 56, 70, 95, 38
Elf 106: 30, 58, 46, 18, 100, 1, 58, 4, 57, 31
Elf 107: 21, 91, 60, 39, 72, 48, 62, 41, 57, 53
Elf 108: 14, 32, 91, 64, 47, 45, 74, 66, 90, 41
Elf 109: 39, 86, 35, 85, 9, 12, 93, 30, 69, 46
Elf 110: 82, 13, 80, 68, 48, 89, 89, 100, 2, 61
Elf 111: 81, 24, 55, 85, 86, 60, 81, 45, 57, 29
Elf 112: 9, 27, 7, 37, 76, 67, 83, 1, 70, 35
Elf 113: 73, 25, 43, 78, 38, 5, 74, 26, 86, 45
Elf 114: 71, 99, 26, 73, 44, 52, 90, 58, 92, 38
Elf 115: 82, 70, 45, 26, 67, 15, 84, 39, 60, 78
Elf 116: 37, 94, 69, 23, 72, 13, 34, 96, 92, 22
Elf 117: 79, 19, 89, 66, 97, 23, 63, 75, 33, 85
Elf 118: 62, 44, 28, 32, 26, 65, 5, 17, 2, 41
Elf 119: 15, 83, 59, 32, 28, 32, 76, 66, 22, 11
Elf 120: 10, 26, 95, 13, 11, 45, 30, 41, 34, 64
Elf 121: 32, 67, 18, 57, 24, 43, 64, 38, 58, 92
Elf 122: 96, 65, 8, 1, 15, 34, 34, 21, 97, 100
Elf 123: 79, 47, 19, 65, 9, 60, 42, 7, 45, 41
Elf 124: 51, 80, 32, 4, 12, 86, 69, 30, 88, 80
Elf 125: 14, 96, 17, 20, 46, 95, 40, 29, 41, 26
Elf 126: 93, 5, 47, 18, 76, 8, 75, 96, 16, 25
Elf 127: 30, 84, 32, 5, 3, 6, 10, 89, 18, 17
Elf 128: 8, 13, 67, 60, 22, 28, 70, 40, 43, 19
Elf 129: 5, 97, 89, 38, 22, 40, 93, 93, 87, 22
Elf 130: 76, 81, 42, 25, 63, 74, 37, 76, 86, 91
Elf 131: 97, 44, 58, 96, 84, 98, 77, 17, 82, 54
Elf 132: 78, 84, 11, 97, 97, 31, 56, 45, 18, 93
Elf 133: 91, 99, 48, 94, 36, 63, 50, 14, 15, 13
Elf 134: 31, 37, 10, 46, 51, 52, 48, 89, 25, 52
Elf 135: 35, 29, 1, 27, 100, 38, 88, 46, 9, 58
Elf 136: 72, 43, 50, 92, 2, 86, 3, 31, 7, 10
Elf 137: 43, 9, 51, 86, 71, 68, 45, 7, 89, 98
Elf 138: 41, 44, 4, 60, 6, 9, 94, 32, 37, 86
Elf 139: 73, 1, 73, 25, 57, 15, 73, 81, 73, 53
Elf 140: 87, 73, 82, 31, 96, 5, 60, 40, 27, 84
Elf 141: 84, 83, 83, 81, 57, 64, 79, 19, 38, 27
Elf 142: 70, 84, 69, 78, 72, 2, 41, 67, 26, 65
Elf 143: 84, 7, 5, 78, 2, 70, 13, 16, 55, 29
Elf 144: 16, 39, 26, 23, 93, 3, 41, 86, 84, 24
Elf 145: 27, 92, 82, 3, 45, 14, 48, 37, 31, 5
Elf 146: 11, 18, 63, 9, 27, 97, 64, 25, 49, 64
Elf 147: 80, 64, 31, 85, 69, 91, 84, 27, 82, 16
Elf 148: 63, 75, 61, 86, 11, 79, 77, 95, 89, 20
Elf 149: 15, 71, 20, 22, 88, 79, 31, 92, 85, 58
Elf 150: 95, 9, 52, 57, 80, 93, 78, 4, 5, 12
Elf 151: 41, 77, 79, 8, 17, 54, 25, 93, 48, 46
Elf 152: 93, 8, 64, 32, 59, 56, 77, 15, 65, 10
Elf 153: 78, 3, 28, 61, 45, 59, 66, 60, 82, 78
Elf 154: 64, 67, 26, 82, 38, 1, 41, 9, 59, 41
Elf 155: 11, 81, 72, 80, 100, 78, 40, 70, 9, 81
Elf 156: 39, 100, 69, 72, 100, 3, 79, 63, 91, 56
Elf 157: 60, 68, 93, 92, 80, 41, 65, 76, 21, 53
Elf 158: 55, 53, 55, 69, 80, 95, 28, 43, 50, 79
Elf 159: 64, 46, 54, 54, 59, 83, 92, 53, 58, 93
Elf 160: 14, 29, 55, 68, 3, 14, 90, 73, 34, 92
Elf 161: 10, 8, 72, 16, 45, 49, 93, 26, 92, 55
Elf 162: 58, 43, 24, 49, 33, 99, 57, 70, 13, 17
Elf 163: 33, 79, 39, 99, 100, 99, 1, 41, 15, 26
Elf 164: 92, 72, 79, 29, 11, 58, 9, 40, 70, 47
Elf 165: 48, 11, 39, 21, 57, 92, 52, 33, 63, 44
Elf 166: 82, 96, 72, 42, 54, 99, 69, 2, 14, 47
Elf 167: 54, 23, 70, 90, 49, 25, 14, 6, 79, 60
Elf 168: 77, 6, 46, 24, 69, 85, 17, 78, 90, 56
Elf 169: 69, 16, 4, 61, 50, 100, 99, 12, 37, 67
Elf 170: 80, 23, 62, 19, 41, 22, 75, 40, 10, 56
Elf 171: 48, 83, 59, 81, 61, 41, 86, 67, 49, 23
Elf 172: 32, 68, 87, 25, 40, 59, 11, 7, 64, 39
Elf 173: 54, 15, 53, 81, 80, 79, 46, 79, 3, 87
Elf 174: 68, 77, 84, 32, 24, 94, 21, 70, 24, 20
Elf 175: 45, 22, 63, 87, 7, 99, 8, 75, 8, 72
Elf 176: 50, 57, 29, 34, 26, 8, 55, 80, 57, 57
Elf 177: 85, 21, 23, 1, 47, 21, 25, 34, 78, 58
Elf 178: 59, 39, 50, 4, 29, 91, 13, 90, 86, 63
Elf 179: 68, 46, 65, 20, 38, 96, 35, 6, 65, 24
Elf 180: 93, 66, 53, 17, 54, 56, 93, 50, 64, 60
Elf 181: 42, 69, 1, 83, 71, 75, 100, 16, 44, 14
Elf 182: 45, 74, 23, 64, 56, 23, 69, 80, 73, 15
Elf 183: 65, 38, 17, 89, 77, 78, 28, 72, 42, 24
Elf 184: 23, 49, 76, 42, 12, 1, 74, 21, 35, 81
Elf 185: 64, 29, 57, 49, 67, 51, 93, 48, 27, 86
Elf 186: 65, 46, 79, 65, 87, 97, 40, 41, 91, 29
Elf 187: 45, 23, 97, 53, 98, 18, 1, 76, 78, 8
Elf 188: 16, 78, 12, 83, 36, 46, 21, 29, 10, 73
Elf 189: 57, 97, 65, 52, 64, 44, 25, 43, 7, 13
Elf 190: 99, 55, 62, 92, 42, 69, 50, 70, 13, 79
Elf 191: 28, 18, 99, 10, 78, 70, 21, 43, 80, 89
Elf 192: 13, 38, 23, 86, 54, 42, 36, 32, 45, 23
Elf 193: 11, 51, 59, 53, 59, 11, 37, 17, 61, 94
Elf 194: 90, 10, 18, 7, 1, 74, 8, 83, 27, 67
Elf 195: 17, 28, 10, 76, 30, 29, 40, 58, 76, 13
Elf 196: 32, 68, 75, 40, 90, 33, 36, 73, 61, 80
Elf 197: 22, 36, 26, 32, 43, 82, 20, 13, 59, 99
Elf 198: 59, 11, 48, 6, 8, 58, 7, 100, 43, 91
Elf 199: 53, 76, 15, 51, 1, 46, 50, 52, 51, 22
Elf 200: 47, 85, 38, 46, 93, 43, 2, 35, 86, 83
Elf 201: 93, 18, 55, 11, 79, 61, 59, 5, 41, 78
Elf 202: 80, 43, 17, 2, 12, 65, 44, 74, 58, 23
Elf 203: 73, 64, 87, 2, 12, 89, 88, 18, 72, 92
Elf 204: 26, 15, 70, 32, 59, 51, 1, 63, 22, 58
Elf 205: 43, 16, 75, 3, 15, 43, 69, 92, 90, 73
Elf 206: 92, 44, 52, 35, 34, 39, 72, 39, 24, 5
Elf 207: 98, 75, 61, 25, 29, 98, 83, 84, 71, 81
Elf 208: 48, 56, 37, 4, 64, 25, 40, 1, 39, 36
Elf 209: 67, 21, 64, 66, 74, 61, 55, 82, 91, 36
Elf 210: 1, 40, 52, 30, 28, 51, 20, 37, 35, 95
Elf 211: 91, 66, 38, 4, 5, 86, 47, 97, 57, 31
Elf 212: 81, 23, 17, 42, 27, 19, 41, 67, 59, 51
Elf 213: 50, 61, 66, 95, 14, 17, 60, 94, 60, 49
Elf 214: 62, 74, 77, 86, 12, 75, 59, 22, 76, 45
Elf 215: 56, 61, 99, 44, 35, 63, 97, 43, 89, 39
Elf 216: 87, 6, 79, 65, 77, 95, 69, 60, 75, 6
Elf 217: 70, 28, 3, 82, 62, 95, 65, 27, 82, 64
Elf 218: 50, 49, 1, 18, 24, 94, 82, 88, 44, 98
Elf 219: 75, 11, 1, 12, 41, 79, 88, 51, 3, 34
Elf 220: 75, 42, 53, 86, 24, 85, 82, 53, 71, 82
Elf 221: 55, 7, 13, 82, 89, 44, 4, 58, 49, 72
Elf 222: 54, 10, 67, 18, 17, 57, 93, 58, 99, 18
Elf 223: 26, 82, 27, 55, 95, 3, 42, 68, 13, 35
Elf 224: 85, 82, 96, 86, 40, 76, 86, 84, 86, 80
Elf 225: 95, 56, 37, 8, 11, 47, 64, 87, 54, 65
Elf 226: 52, 79, 48, 61, 50, 63, 30, 79, 4, 37
Elf 227: 42, 82, 23, 68, 98, 31, 15, 68, 40, 36
Elf 228: 26, 59, 2, 41, 33, 13, 65, 20, 30, 47
Elf 229: 94, 70, 43, 64, 52, 2, 98, 71, 73, 10
Elf 230: 97, 89, 38, 27, 59, 19, 42, 48, 29, 63
Elf 231: 46, 19, 10, 45, 28, 17, 75, 92, 12, 60
Elf 232: 16, 72, 2, 72, 20, 21, 65, 10, 31, 96
Elf 233: 98, 7, 1, 37, 3, 74, 96, 10, 62, 50
Elf 234: 61, 25, 11, 32, 25, 32, 47, 3, 73, 44
Elf 235: 41, 85, 95, 97, 9, 15, 73, 18, 93, 2
Elf 236: 43, 100, 47, 64, 79, 70, 74, 75, 41, 22
Elf 237: 59, 24, 62, 86, 67, 68, 45, 87, 29, 35
Elf 238: 53, 72, 54, 5, 90, 63, 36, 96, 10, 81
Elf 239: 45, 27, 82, 22, 35, 65, 75, 32, 92, 45
Elf 240: 48, 92, 71, 98, 6, 19, 5, 85, 1, 76
Elf 241: 62, 53, 96, 63, 61, 97, 25, 59, 35, 10
Elf 242: 38, 64, 87, 95, 27, 82, 39, 72, 81, 62
Elf 243: 27, 40, 94, 98, 26, 38, 5, 92, 52, 16
Elf 244: 6, 59, 76, 53, 50, 15, 6, 46, 81, 85
Elf 245: 10, 83, 12, 22, 63, 32, 8, 82, 53, 10
Elf 246: 8, 57, 83, 16, 81, 76, 20, 57, 81, 54
Elf 247: 82, 8, 69, 4, 70, 93, 4, 82, 87, 91
Elf 248: 6, 15, 95, 10, 6, 80, 90, 94, 30, 81
Elf 249: 16, 90, 66, 43, 50, 46, 20, 57, 39, 11
Elf 250: 16, 60, 29, 61, 47, 10, 4, 48, 60, 100
Elf 251: 41, 98, 55, 17, 51, 76, 61, 98, 46, 76
Elf 252: 31, 83, 30, 99, 17, 69, 92, 64, 52, 20
Elf 253: 20, 26, 58, 24, 18, 68, 41, 83, 12, 25
Elf 254: 99, 17, 9, 96, 41, 59, 39, 53, 61, 72
Elf 255: 43, 30, 31, 42, 43, 92, 39, 54, 15, 25
Elf 256: 97, 44, 52, 87, 68, 18, 62, 73, 68, 25
Elf 257: 7, 56, 92, 68, 36, 100, 78, 73, 51, 91
Elf 258: 68, 78, 82, 60, 13, 41, 7, 50, 90, 20
Elf 259: 66, 82, 29, 62, 92, 45, 92, 28, 23, 37
Elf 260: 7, 4, 2, 100, 24, 46, 14, 17, 71, 95
Elf 261: 38, 56, 98, 33, 9, 100, 27, 23, 7, 68
Elf 262: 92, 100, 90, 69, 42, 88, 87, 46, 35, 28
Elf 263: 82, 56, 44, 40, 16, 30, 88, 45, 76, 87
Elf 264: 16, 72, 11, 49, 100, 50, 84, 49, 73, 62
Elf 265: 86, 91, 51, 48, 89, 41, 87, 51, 44, 76
Elf 266: 70, 11, 17, 95, 42, 11, 53, 33, 28, 18
Elf 267: 56, 93, 5, 77, 28, 100, 51, 87, 80, 5
Elf 268: 32, 91, 77, 14, 72, 40, 85, 59, 98, 74
Elf 269: 41, 84, 10, 76, 37, 46, 52, 62, 57, 98
Elf 270: 83, 47, 37, 27, 60, 92, 27, 29, 8, 93
Elf 271: 33, 9, 74, 36, 23, 89, 56, 90, 19, 42
Elf 272: 41, 99, 58, 88, 18, 20, 87, 76, 55, 14
Elf 273: 78, 81, 46, 99, 81, 66, 42, 13, 57, 2
Elf 274: 93, 59, 84, 86, 49, 5, 87, 31, 60, 40
Elf 275: 49, 93, 25, 28, 8, 71, 80, 9, 37, 47
Elf 276: 95, 85, 86, 95, 10, 57, 100, 20, 42, 44
Elf 277: 10, 78, 78, 52, 50, 19, 47, 45, 15, 59
Elf 278: 26, 32, 66, 3, 72, 96, 34, 90, 26, 87
Elf 279: 40, 13, 56, 53, 51, 38, 71, 68, 30, 94
Elf 280: 82, 98, 28, 7, 80, 97, 4, 99, 42, 93
Elf 281: 43, 41, 9, 2, 24, 49, 24, 44, 24, 25
Elf 282: 19, 76, 16, 72, 1, 61, 23, 98, 92, 98
Elf 283: 2, 95, 86, 31, 7, 5, 12, 62, 97, 52
Elf 284: 27, 38, 5, 59, 2, 12, 16, 45, 71, 8
Elf 285: 43, 54, 32, 58, 63, 32, 68, 100, 23, 47
Elf 286: 100, 43, 45, 55, 54, 28, 54, 49, 38, 54
Elf 287: 32, 10, 87, 53, 52, 95, 36, 99, 63, 26
Elf 288: 20, 15, 58, 55, 98, 92, 30, 86, 21, 70
Elf 289: 37, 24, 36, 64, 36, 74, 27, 24, 87, 76
Elf 290: 20, 71, 77, 43, 45, 15, 14, 47, 79, 47
Elf 291: 10, 63, 72, 8, 9, 44, 13, 15, 77, 26
Elf 292: 35, 78, 19, 76, 67, 15, 57, 80, 18, 49
Elf 293: 53, 86, 24, 23, 83, 97, 64, 77, 17, 15
Elf 294: 96, 90, 48, 12, 4, 54, 47, 18, 31, 89
Elf 295: 90, 20, 93, 13, 47, 31, 75, 34, 2, 63
Elf 296: 76, 66, 72, 76, 19, 39, 49, 91, 65, 66
Elf 297: 56, 2, 13, 54, 4, 21, 52, 94, 36, 43
Elf 298: 86, 68, 70, 58, 23, 62, 59, 56, 5, 15
Elf 299: 49, 42, 84, 17, 49, 15, 49, 52, 49, 82
Elf 300: 81, 11, 86, 76, 40, 70, 14, 55, 18, 71
Elf 301: 17, 38, 7, 4, 28, 56, 84, 17, 72, 72
Elf 302: 91, 6, 45, 30, 42, 46, 83, 92, 49, 45
Elf 303: 49, 74, 62, 37, 12, 52, 53, 83, 17, 7
Elf 304: 74, 21, 60, 59, 100, 77, 81, 36, 53, 80
Elf 305: 59, 8, 62, 50, 5, 94, 36, 31, 85, 77
Elf 306: 96, 4, 14, 71, 36, 1, 97, 87, 39, 3
Elf 307: 52, 24, 33, 46, 73, 78, 47, 42, 51, 12
Elf 308: 99, 41, 52, 6, 40, 83, 75, 85, 63, 88
Elf 309: 51, 49, 42, 78, 71, 12, 4, 27, 41, 6
Elf 310: 78, 37, 99, 59, 6, 51, 71, 81, 22, 74
Elf 311: 41, 91, 32, 47, 5, 94, 57, 77, 14, 82
Elf 312: 61, 18, 90, 90, 60, 26, 87, 49, 77, 78
Elf 313: 48, 94, 61, 60, 66, 32, 47, 87, 65, 29
Elf 314: 72, 87, 54, 33, 55, 17, 74, 10, 65, 8
Elf 315: 73, 69, 26, 23, 5, 89, 39, 25, 95, 81
Elf 316: 38, 72, 93, 63, 92, 27, 42, 16, 78, 61
Elf 317: 5, 29, 13, 58, 96, 95, 78, 2, 45, 79
Elf 318: 39, 79, 9, 99, 50, 62, 3, 32, 50, 29
Elf 319: 46, 1, 44, 4, 89, 11, 13, 46, 26, 45
Elf 320: 16, 90, 59, 74, 79, 100, 30, 1, 77, 9
Elf 321: 64, 4, 31, 89, 86, 33, 85, 52, 16, 15
Elf 322: 57, 90, 19, 98, 15, 26, 55, 72, 85, 5
Elf 323: 3, 15, 21, 99, 23, 42, 64, 32, 92, 41
Elf 324: 10, 13, 84, 29, 42, 50, 2, 33, 36, 21
Elf 325: 16, 83, 86, 57, 55, 99, 47, 63, 77, 8
Elf 326: 64, 50, 10, 82, 8, 13, 12, 65, 46, 3
Elf 327: 65, 77, 90, 97, 56, 8, 98, 66, 46, 75
Elf 328: 69, 5, 10, 100, 27, 41, 24, 77, 14, 61
Elf 329: 94, 95, 39, 30, 75, 4, 86, 93, 28, 83
Elf 330: 55, 76, 94, 78, 39, 61, 12, 56, 87, 86
Elf 331: 4, 11, 67, 58, 83, 82, 34, 35, 8, 16
Elf 332: 44, 22, 42, 29, 60, 77, 51, 71, 18, 90
Elf 333: 99, 42, 40, 60, 8, 55, 21, 58, 78, 54
Elf 334: 97, 10, 50, 31, 86, 41, 46, 19, 84, 27
Elf 335: 57, 34, 69, 75, 1, 2, 61, 60, 77, 82
Elf 336: 16, 80, 72, 65, 69, 30, 32, 73, 3, 42
Elf 337: 96, 75, 41, 12, 35, 97, 95, 34, 45, 10
Elf 338: 24, 23, 36, 51, 11, 73, 72, 43, 5, 86
Elf 339: 71, 5, 55, 73, 68, 49, 42, 45, 31, 8
Elf 340: 87, 63, 11, 6, 33, 19, 31, 82, 10, 95
Elf 341: 30, 71, 61, 46, 48, 37, 47, 97, 67, 80
Elf 342: 44, 72, 10, 26, 8, 80, 3, 84, 19, 75
Elf 343: 18, 90, 39, 13, 94, 78, 44, 73, 65, 81
Elf 344: 93, 92, 92, 47, 26, 70, 32, 50, 60, 30
Elf 345: 38, 92, 49, 65, 1, 77, 30, 92, 11, 93
Elf 346: 58, 79, 65, 74, 2, 12, 78, 90, 58, 10
Elf 347: 1, 37, 85, 45, 63, 32, 51, 69, 90, 76
Elf 348: 61, 75, 64, 31, 98, 18, 76, 85, 99, 18
Elf 349: 70, 52, 53, 11, 63, 35, 74, 3, 10, 32
Elf 350: 44, 23, 31, 1, 31, 71, 2, 93, 88, 31
Elf 351: 4, 82, 28, 85, 14, 62, 51, 8, 72, 94
Elf 352: 28, 17, 93, 81, 61, 63, 41, 13, 70, 88
Elf 353: 62, 26, 31, 21, 95, 45, 96, 40, 47, 65
Elf 354: 26, 37, 2, 15, 58, 84, 96, 15, 48, 88
Elf 355: 94, 29, 89, 56, 81, 69, 97, 57, 2, 32
Elf 356: 87, 57, 100, 61, 80, 57, 42, 77, 19, 32
Elf 357: 47, 49, 91, 86, 93, 13, 83, 90, 43, 11
Elf 358: 1, 80, 22, 47, 33, 67, 45, 48, 77, 77
Elf 359: 63, 29, 76, 50, 82, 10, 8, 75, 38, 58
Elf 360: 29, 90, 75, 24, 68, 9, 49, 36, 42, 2
Elf 361: 65, 64, 99, 28, 20, 50, 92, 9, 23, 10
Elf 362: 2, 32, 70, 40, 99, 62, 60, 29, 54, 38
Elf 363: 43, 69, 98, 48, 58, 10, 10, 6, 93, 72
Elf 364: 14, 49, 97, 36, 89, 26, 59, 32, 81, 95
Elf 365: 6, 61, 6, 100, 30, 27, 100, 28, 44, 62
Elf 366: 67, 58, 44, 66, 94, 83, 31, 19, 4, 47
Elf 367: 87, 4, 40, 39, 96, 84, 43, 90, 63, 91
Elf 368: 20, 1, 54, 23, 90, 68, 8, 99, 11, 64
Elf 369: 66, 47, 33, 62, 55, 75, 74, 41, 95, 96
Elf 370: 39, 61, 49, 98, 93, 31, 43, 73, 72, 18
Elf 371: 23, 78, 94, 39, 27, 11, 1, 4, 39, 47
Elf 372: 58, 15, 54, 71, 57, 6, 29, 1, 2, 87
Elf 373: 87, 58, 89, 89, 78, 37, 76, 28, 19, 40
Elf 374: 36, 49, 72, 21, 45, 58, 22, 20, 61, 53
Elf 375: 27, 95, 52, 73, 39, 59, 63, 50, 75, 66
Elf 376: 92, 94, 57, 9, 42, 32, 20, 40, 53, 82
Elf 377: 90, 94, 71, 24, 9, 2, 11, 31, 26, 47
Elf 378: 92, 63, 31, 78, 46, 88, 43, 87, 9, 86
Elf 379: 29, 98, 33, 68, 77, 65, 33, 53, 72, 14
Elf 380: 8, 100, 42, 87, 6, 44, 43, 16, 39, 72
Elf 381: 92, 54, 25, 53, 46, 37, 95, 78, 95, 54
Elf 382: 52, 13, 98, 8, 42, 55, 29, 48, 28, 58
Elf 383: 69, 59, 36, 38, 50, 46, 48, 49, 95, 61
Elf 384: 32, 62, 66, 59, 75, 9, 7, 69, 88, 6
Elf 385: 70, 68, 9, 41, 7, 98, 5, 19, 98, 15
Elf 386: 75, 23, 92, 80, 92, 72, 22, 51, 82, 54
Elf 387: 19, 41, 17, 88, 97, 34, 63, 53, 18, 42
Elf 388: 9, 34, 98, 92, 64, 55, 25, 55, 86, 68
